cls,kind,file,line,seconds,direct,callee,enclosing,failing_verdict
A,subprocess timeout=,plugin/programs/tests/test_population_pin_without_its_member_set.py,171,1800,yes,subprocess.run,test_the_shipped_tree_passes_its_own_rule,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_ablation_check.py,65,CLI_TIMEOUT_S,yes,subprocess.run,run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_ablation_check.py,389,CLI_TIMEOUT_S,yes,subprocess.run,test_a_bound_landing_redirects_the_corpus_and_says_so,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_backend_openroad.py,348,120,yes,subprocess.run,_cli,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_closure_run_cli.py,43,300,yes,subprocess.run,run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_contract_fixtures.py,142,CLI_TIMEOUT_S,yes,subprocess.run,run_cli,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_contract_stability.py,61,CLI_TIMEOUT_S,yes,subprocess.run,_build,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_corpus_mode.py,78,CLI_TIMEOUT_S,yes,subprocess.run,gate,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_exemption_coverage_claim_is_measured.py,229,600,yes,subprocess.run,test_every_stated_coverage_number_is_the_one_the_gate_reports,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_exemption_coverage_claim_is_measured.py,315,600,yes,subprocess.run,test_a_declaration_that_says_it_passes_is_on_a_gate_that_passes,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_layer_backend_seam.py,70,timeout,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_layer_exit_contract.py,69,timeout,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_layer_internal_error_is_not_a_finding.py,80,timeout,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_ppa_layer_vacuous_population.py,67,timeout,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_practical_notes_specificity_check.py,91,20,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_practical_notes_specificity_check.py,109,10,yes,subprocess.run,test_help_works,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_practical_notes_specificity_check.py,240,10,yes,subprocess.run,test_invalid_path_errors,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pre_push_failure_excerpt_shows_the_finding.py,91,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pre_push_failure_excerpt_shows_the_finding.py,170,60,yes,subprocess.run,_run_strict,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_program_inventory_no_drift.py,168,180,yes,subprocess.run,test_an_untracked_stray_module_does_not_move_any_count,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_program_inventory_no_drift.py,239,600,yes,subprocess.run,test_check_mode_exits_zero_on_the_committed_tree,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_program_reachability_check.py,83,30,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_programs_index_freshness.py,53,60,yes,subprocess.run,test_index_is_fresh,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_prose_polarity_census.py,58,600,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_protocol_reference_tb_pass_check.py,265,60,call-through,_run,test_passing_rtl_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_protocol_reference_tb_pass_check.py,280,60,call-through,_run,test_silent_rtl_fail,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_protocol_reference_tb_pass_check.py,296,60,call-through,_run,test_wrong_opcode_fail,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_protocol_reference_tb_pass_check.py,355,60,call-through,_run,test_with_legacy_waiver_still_fails,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_protocol_reference_tb_pass_check.py,370,60,call-through,_run,test_device_br_stub_violation,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_protocol_reference_tb_pass_check.py,437,60,call-through,_run,test_wave35_scenarios_run_on_silent_stub,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_provenance_check.py,14,15,yes,subprocess.run,_run_check,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_provenance_check.py,115,15,yes,subprocess.run,test_logger_and_checker_roundtrip,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_provenance_logger.py,16,30,yes,subprocess.run,_run_logger,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_provenance_value_is_resolved_not_constant_census.py,86,300,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_provenance_value_is_resolved_not_constant_census.py,137,300,yes,subprocess.run,test_a_missing_tree_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_provenance_value_is_resolved_not_constant_census.py,143,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_provenance_value_is_resolved_not_constant_census.py,152,1800,yes,subprocess.run,test_the_shipped_tree_passes_its_own_rule,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_provenance_value_is_resolved_not_constant_census.py,167,1800,yes,subprocess.run,test_the_census_never_blocks_by_default,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_absence_claim_is_rechecked_against_the_tree.py,57,300,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_absence_claim_is_rechecked_against_the_tree.py,109,300,yes,subprocess.run,test_a_missing_tree_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_absence_claim_is_rechecked_against_the_tree.py,115,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_absence_claim_is_rechecked_against_the_tree.py,125,1800,yes,subprocess.run,test_the_shipped_tree_is_green_over_a_NON_EMPTY_population,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_corpus_helper.py,58,60,yes,subprocess.run,_in_subprocess,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_record_staleness_check.py,123,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_record_staleness_check.py,481,60,yes,subprocess.run,test_re_reviewing_the_rules_clears_the_drift,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_record_staleness_check.py,705,60,yes,subprocess.run,test_the_shipped_register_is_current,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_record_staleness_check.py,724,60,yes,subprocess.run,test_adjudicator_agrees_with_what_the_real_gate_emits,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_record_staleness_check.py,1042,60,yes,subprocess.run,test_the_real_corpus_is_not_written_to,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_published_record_staleness_check.py,1046,60,yes,subprocess.run,test_the_real_corpus_is_not_written_to,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,465,_T,yes,subprocess.run,_run_driver,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,measured elapsed vs literal,plugin/programs/tests/test_pytest_per_file_junit.py,626,elapsed Gt 0.9,assert,,test_silent_pytest_boundaries_keep_a_long_session_alive,a wall-clock number decides the test verdict
A,measured elapsed vs literal,plugin/programs/tests/test_pytest_per_file_junit.py,653,elapsed Gt 0.9,assert,,test_finite_domain_checkpoints_keep_one_long_test_item_alive,a wall-clock number decides the test verdict
A,measured elapsed vs literal,plugin/programs/tests/test_pytest_per_file_junit.py,674,elapsed Gt 4.5,assert,,test_nested_validated_progress_is_relayed_to_the_outer_session,a wall-clock number decides the test verdict
A,measured elapsed vs literal,plugin/programs/tests/test_pytest_per_file_junit.py,696,elapsed Gt 0.8,assert,,test_nested_collect_progress_is_relayed_to_the_outer_session,a wall-clock number decides the test verdict
A,measured elapsed vs literal,plugin/programs/tests/test_pytest_per_file_junit.py,771,elapsed Gt 0.8,assert,,test_progressing_collection_may_outlive_many_stall_windows,a wall-clock number decides the test verdict
A,measured elapsed vs literal,plugin/programs/tests/test_pytest_per_file_junit.py,805,elapsed Lt 3,assert,,test_collect_import_activity_without_semantic_transition_is_norecord,a wall-clock number decides the test verdict
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,1124,15,yes,driver.communicate,test_term_during_cleanup_cancels_before_fallback_and_leaves_zero,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,1135,5,call-through,driver.wait,test_term_during_cleanup_cancels_before_fallback_and_leaves_zero,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,1180,15,call-through,driver.wait,test_driver_signal_cleanup_reaps_the_active_detached_descendant,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,measured elapsed vs literal,plugin/programs/tests/test_pytest_per_file_junit.py,1583,elapsed Lt 18,assert,,test_systemic_import_hang_recovery_is_bounded_parallel_not_serial,a wall-clock number decides the test verdict
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,1641,15,call-through,driver.wait,test_signal_during_parallel_fallback_reaps_detached_descendant,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,1650,5,call-through,driver.wait,test_signal_during_parallel_fallback_reaps_detached_descendant,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,2248,_T,yes,subprocess.run,_run_driver_in,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,2319,_T,yes,subprocess.run,test_a_maxfail_prefix_is_named_and_still_refused,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,2345,_T,yes,subprocess.run,test_a_real_stall_is_not_reclassified_as_a_truncation,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_pytest_per_file_junit.py,2370,_T,yes,subprocess.run,test_a_zero_collecting_file_is_not_reclassified_as_a_truncation,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_qsf_gen.py,52,30,yes,subprocess.run,test_qsf_gen_l9_only,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_qsf_gen.py,73,30,yes,subprocess.run,test_qsf_gen_with_wrapper,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_qsf_gen.py,93,30,yes,subprocess.run,test_qsf_skip_when_same_name_present,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_qsf_gen.py,105,30,yes,subprocess.run,test_qsf_force_overwrites,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_qsf_gen_open_drain_from_l9.py,43,30,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_r7_surface_residue_def_units_and_second_declared_target.py,93,60,yes,subprocess.run,_run_sdc_gen,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_r7_surface_residue_def_units_and_second_declared_target.py,223,60,yes,subprocess.run,_run_pdk_gate,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_rc2_names_the_artefact_it_awaits_not_the_one_it_read.py,53,600,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_rc2_over_a_nonempty_population_names_the_artefact.py,187,600,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reference_control_resolved_through_a_mutable_ref.py,91,300,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reference_control_resolved_through_a_mutable_ref.py,151,300,yes,subprocess.run,test_a_missing_tree_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reference_control_resolved_through_a_mutable_ref.py,157,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reference_control_resolved_through_a_mutable_ref.py,166,900,yes,subprocess.run,test_the_shipped_tree_passes_its_own_rule,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reference_control_resolved_through_a_mutable_ref.py,187,900,yes,subprocess.run,test_an_empty_population_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reference_tb_iverilog_container_aware.py,203,_T_PATCHED,call-through,dosr._sim_run_or_reuse,test_stage_runs_vvp_in_container_too,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reference_tb_iverilog_container_aware.py,222,_T_PATCHED,call-through,dosr._sim_run_or_reuse,test_sim_run_or_reuse_host_default_is_backward_compatible,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reference_tb_iverilog_container_aware.py,234,_T_PATCHED,call-through,dosr._sim_run_or_reuse,test_verilator_sva_reuse_never_runs_vvp,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_registry_is_the_iteration_domain.py,92,300,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_registry_is_the_iteration_domain.py,156,300,yes,subprocess.run,test_a_missing_tree_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_registry_is_the_iteration_domain.py,172,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_registry_is_the_iteration_domain.py,189,1800,yes,subprocess.run,test_the_run_states_the_clause_reach_not_only_the_findings,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_registry_is_the_iteration_domain.py,255,900,yes,subprocess.run,test_the_shipped_tree_passes_its_own_rule,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,405,0.3,call-through,?,test_worker_waits_for_completion_while_progress_events_keep_advancing,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,418,0.3,call-through,?,test_worker_classifies_silent_idle_process_as_stalled_not_timed_out,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,445,0.25,call-through,?,test_output_and_cpu_cannot_renew_attestation_progress,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,471,0.25,call-through,?,test_unassigned_self_hashed_attestations_cannot_renew_progress,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,495,0.3,call-through,?,test_inflight_partial_attestation_is_not_permanently_poisoned,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,517,0.3,call-through,?,test_launch_critical_section_does_not_block_term_in_the_job,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,529,0.3,call-through,?,test_parallel_runs_keep_each_helpers_wait_status_isolated,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,629,0.25,call-through,?,_stalling_tree,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,688,0.25,call-through,?,test_pidfd_unavailable_refuses_before_launch,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,787,1,call-through,?,test_transient_incomplete_census_cannot_publish_zero_with_live_descendant,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,925,0.15,call-through,?,test_dispatcher_returns_rc2_when_reaper_reports_termination_pending,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_repo_hygiene_parallel.py,955,0.15,call-through,?,test_pending_sidecar_failure_keeps_cleanup_owned_and_returns_rc2,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_report_audit_step_scoping.py,81,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_report_wrappers.py,29,10,yes,subprocess.run,_run_wrapper,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reported_evidence_is_the_reported_run.py,59,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reset_alias_tri0_driven_reset_port_bug.py,171,60,yes,subprocess.run,test_additive_wrapper_reset_matrix_behaves,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reset_alias_tri0_driven_reset_port_bug.py,235,60,yes,subprocess.run,test_sv2v_with_dyosys_strips_tri_from_wrapper,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_reset_alias_tri0_driven_reset_port_bug.py,242,60,yes,subprocess.run,test_sv2v_with_dyosys_strips_tri_from_wrapper,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_retired_pytest_plugin_request_check.py,47,_T,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_rollup_states_its_published_cell_count.py,60,300,yes,subprocess.run,_rollup,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_root_relative_gate_pattern_does_not_abort_the_audit.py,77,55,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_round15_rs232_clear_control.py,180,60,yes,subprocess.run,_run_gate,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,108,5,call-through,?,test_real_checker_rc_and_output_are_identical_under_semantic_parent,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,166,5,call-through,?,test_macro_duplicate_master_keeps_historical_lef_order_under_semantics,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,183,0.2,call-through,?,test_same_size_change_between_parent_plan_and_child_is_norecord,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,354,1,call-through,?,test_malformed_gds_cannot_fall_back_to_a_path_reopening_parser,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,395,0.2,call-through,?,test_cross_checkout_acceptance_inode_is_not_normalised_into_progress,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,420,0.09,call-through,?,test_slow_exact_checker_manifest_relays_past_one_stall_window,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,measured elapsed vs literal,plugin/programs/tests/test_routed_checker_semantic_progress.py,427,elapsed Gt 0.09,assert,,test_slow_exact_checker_manifest_relays_past_one_stall_window,a wall-clock number decides the test verdict
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,443,0.1,call-through,?,test_silent_chatty_and_busy_activity_cannot_renew_checker_manifest,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,468,0.12,call-through,?,test_forged_nonce_cannot_renew_checker_manifest,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_routed_checker_semantic_progress.py,500,0.12,call-through,?,test_malformed_order_duplicate_and_missing_terminal_are_norecord,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,measured elapsed vs literal,plugin/programs/tests/test_router_reads_rtl_embedded_in_the_prompt.py,129,elapsed Lt 2.0,assert,,test_the_detector_cannot_be_made_to_hang_on_a_hostile_prompt,a wall-clock number decides the test verdict
A,subprocess timeout=,plugin/programs/tests/test_rtllm_capture_delayed_clock_toggle.py,92,30,yes,subprocess.run,test_cli_fix_wires_the_repair_into_the_canonical_emit_path,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_rtllm_capture_delayed_clock_toggle.py,237,30,yes,subprocess.run,test_fix_reproduces_same_timestamp_official_sampling_semantics,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_rtllm_capture_delayed_clock_toggle.py,241,30,yes,subprocess.run,test_fix_reproduces_same_timestamp_official_sampling_semantics,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_rtllm_capture_tb_dialect_fallback.py,61,30,yes,subprocess.run,test_tb_owned_reserved_word_retries_g2005_and_requires_marker,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_run_isolation.py,362,_CLI_TIMEOUT_S,yes,subprocess.run,test_the_cli_reports_pass_with_its_denominator,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_run_isolation.py,370,_CLI_TIMEOUT_S,yes,subprocess.run,test_the_cli_refuses_a_subpath_it_cannot_see,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_score_cocotb_functional_verdict_parser.py,250,60,yes,subprocess.run,test_priority_encoder_functional_pass_with_coverage_gate_flagged,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_sdc_gen.py,44,30,yes,subprocess.run,test_sdc_gen_l9_only,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_sdc_gen.py,60,30,yes,subprocess.run,test_sdc_gen_with_wrapper,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_sdc_gen.py,74,30,yes,subprocess.run,test_sdc_period_from_clock_mhz,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_sdc_search_root_misdirection.py,118,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_sdc_validator_check.py,36,timeout,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_sdc_validator_exit_contract.py,70,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
