host	path	ignored_entry	n_files	n_bytes
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/mipi/phase2/stage1/scaffold/__pycache__/	1	1210
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/mipi_dsi/phase2/stage1/scaffold/__pycache__/	1	1194
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/modbus/phase2/stage1/scaffold/__pycache__/	1	1334
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/nfc/phase2/stage1/scaffold/__pycache__/	1	1349
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/nvme/phase2/stage1/scaffold/__pycache__/	1	1347
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/onewire/phase2/stage1/scaffold/__pycache__/	1	1295
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/onfi/phase2/stage1/scaffold/__pycache__/	1	1243
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/pcie/phase2/stage1/scaffold/__pycache__/	1	1301
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/pcie_gen5/phase2/stage1/scaffold/__pycache__/	1	1325
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/rs485/phase2/stage1/scaffold/__pycache__/	1	1333
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/sata/phase2/stage1/scaffold/__pycache__/	1	1346
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/sdmmc/phase2/stage1/scaffold/__pycache__/	1	1236
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/soundwire/phase2/stage1/scaffold/__pycache__/	1	1325
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/spdif/phase2/stage1/scaffold/__pycache__/	1	1295
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/spi/phase2/stage1/scaffold/__pycache__/	1	1300
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/swd/phase2/stage1/scaffold/__pycache__/	1	1275
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/tilelink/phase2/stage1/scaffold/__pycache__/	1	1302
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/tpm/phase2/stage1/scaffold/__pycache__/	1	1392
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/uart/phase2/stage1/scaffold/__pycache__/	1	1316
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/ufs/phase2/stage1/scaffold/__pycache__/	1	1140
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/usb/phase2/stage1/scaffold/__pycache__/	1	1297
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/usb4/phase2/stage1/scaffold/__pycache__/	1	1302
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	benchmark-data/evaluation/phase1_parity/wishbone/phase2/stage1/scaffold/__pycache__/	1	1309
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	tools/__pycache__/	2	27943
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	4	1085
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1061
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	101	3071014
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	3	31612
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	2	12027
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	22661
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1902
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	95	4311451
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	11	316421
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/__pycache__/	4	76567
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	2	15496
121	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	103128
121	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr2	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	191265
121	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr2	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	1	16529
121	/home/reyerchu/_jppa_agent/wt	tools/__pycache__/	2	25494
121	/home/reyerchu/_jppa_agent/wt	tools/ci/__pycache__/	1	46150
121	/home/reyerchu/_jppa_agent/wt	tools/vibeic-eda/__pycache__/	1	50088
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	29247
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1114
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/_shared/__pycache__/	1	17073
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/benchmark/__pycache__/	2	195107
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	271	8828750
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/__pycache__/	5	43713
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	162	5012293
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/__pycache__/	5	96690
121	/home/reyerchu/_jppa_agent/wt	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	2	11969
121	/home/reyerchu/_jppa_metrics/wt	tools/__pycache__/	1	9243
121	/home/reyerchu/_jppa_metrics/wt	tools/ci/__pycache__/	1	46152
121	/home/reyerchu/_jppa_metrics/wt	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	250199
121	/home/reyerchu/_jppa_metrics/wt	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1116
121	/home/reyerchu/_jppa_metrics/wt	vibe-ic-marketplace/plugins/vibe-ic/benchmark/__pycache__/	2	195111
121	/home/reyerchu/_jppa_metrics/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	334	10217190
121	/home/reyerchu/_jppa_metrics/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/__pycache__/	3	40346
121	/home/reyerchu/_jppa_metrics/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	211	5891113
121	/home/reyerchu/_jppa_metrics/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/__pycache__/	5	96700
121	/home/reyerchu/_jppa_metrics/wt	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	8	119734
121	/home/reyerchu/_ld/wt	benchmark-data/ic/sha256/clean_run_v1422_20260715/reports/audit/phase1/expert_parse_track.json	1	8279
121	/home/reyerchu/_ld/wt	benchmark-data/ic/sha256/clean_run_v1422_20260715/reports/audit/phase1/expert_parse_track_pack/	3	395931
121	/home/reyerchu/_ld/wt	benchmark-data/ic/sha256/clean_run_v1422_20260715/reports/phase1/cross_layer_reference_check.json	1	669
121	/home/reyerchu/_ld/wt	benchmark-data/ic/sha256/clean_run_v1422_20260715/reports/phase1/phase1_planned_consumer_starved_check.json	1	10381
121	/home/reyerchu/_ld/wt	benchmark-data/ic/sha256/clean_run_v1427_20260715/reports/audit/phase1/expert_parse_track.json	1	8279
121	/home/reyerchu/_ld/wt	benchmark-data/ic/sha256/clean_run_v1427_20260715/reports/audit/phase1/expert_parse_track_pack/	3	395931
121	/home/reyerchu/_ld/wt	benchmark-data/ic/sha256/clean_run_v1427_20260715/reports/phase1/cross_layer_reference_check.json	1	669
121	/home/reyerchu/_ld/wt	benchmark-data/ic/sha256/clean_run_v1427_20260715/reports/phase1/phase1_planned_consumer_starved_check.json	1	10381
121	/home/reyerchu/_ld/wt	docs/reports/	1	263
121	/home/reyerchu/_ld/wt	tools/__pycache__/	1	9233
121	/home/reyerchu/_ld/wt	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	333093
121	/home/reyerchu/_ld/wt	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1067
121	/home/reyerchu/_ld/wt	vibe-ic-marketplace/plugins/vibe-ic/_shared/__pycache__/	2	20394
121	/home/reyerchu/_ld/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	225	7424793
121	/home/reyerchu/_ld/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	150	4528195
121	/home/reyerchu/_ld/wt	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/__pycache__/	5	88975
121	/home/reyerchu/_ld/wt	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	2	11953
